1,  29.841, -59.532,  60.025,-109.129, -62.090,   3.256,
2,  12.013,   0.074,  19.987, 119.242, -11.530,  48.159,
1,  29.687, -59.582,  60.111,-109.456, -62.032,   3.362,
2,  12.020,   0.031,  19.957, 119.247, -11.538,  48.208,
1,  29.851, -59.558,  60.066,-108.880, -61.802,   2.890,
2,  12.031,  -0.011,  19.917, 119.242, -11.543,  48.292,
1,  29.768, -59.553,  60.158,-108.991, -61.614,   2.946,
2,  12.039,  -0.052,  19.871, 119.238, -11.523,  48.374,
1,  29.875, -59.522,  60.161,-108.446, -61.364,   2.461,
2,  12.051,  -0.091,  19.815, 119.225, -11.493,  48.477,
1,  29.792, -59.511,  60.252,-108.534, -61.068,   2.454,
2,  12.059,  -0.126,  19.753, 119.209, -11.434,  48.577,
1,  29.823, -59.493,  60.306,-108.118, -60.694,   2.123,
2,  12.068,  -0.158,  19.682, 119.179, -11.337,  48.697,
1,  29.844, -59.466,  60.366,-107.821, -60.339,   1.774,
2,  12.077,  -0.186,  19.601, 119.130, -11.192,  48.828,
1,  29.794, -59.470,  60.436,-107.479, -59.798,   1.399,
2,  12.084,  -0.210,  19.513, 119.073, -11.001,  48.950,
1,  29.867, -59.417,  60.507,-106.772, -59.172,   0.841,
2,  12.094,  -0.228,  19.413, 118.999, -10.767,  49.092,
1,  29.771, -59.389,  60.649,-106.660, -58.473,   0.666,
2,  12.099,  -0.243,  19.304, 118.927, -10.497,  49.216,
1,  29.919, -59.275,  60.752,-105.302, -57.768,  -0.273,
2,  12.108,  -0.251,  19.182, 118.847, -10.196,  49.364,
1,  29.817, -59.193,  60.989,-104.990, -56.953,  -0.590,
2,  12.113,  -0.255,  19.051, 118.769,  -9.847,  49.503,
1,  29.802, -59.158,  61.108,-104.491, -55.806,  -1.229,
2,  12.119,  -0.251,  18.903, 118.684,  -9.461,  49.676,
1,  29.605, -59.133,  61.338,-104.287, -54.854,  -1.559,
2,  12.122,  -0.241,  18.745, 118.601,  -9.023,  49.857,
1,  29.531, -59.123,  61.469,-103.777, -53.619,  -2.214,
2,  12.126,  -0.225,  18.571, 118.517,  -8.553,  50.078,
1,  29.709, -58.866,  61.698,-102.048, -52.732,  -3.154,
2,  12.128,  -0.202,  18.383, 118.441,  -8.036,  50.323,
1,  29.788, -58.756,  61.870,-101.165, -51.357,  -3.939,
2,  12.127,  -0.173,  18.179, 118.370,  -7.488,  50.597,
1,  29.698, -58.708,  62.058,-100.784, -49.973,  -4.582,
2,  12.124,  -0.138,  17.959, 118.301,  -6.900,  50.912,
1,  29.359, -58.731,  62.285,-100.848, -48.385,  -4.854,
2,  12.117,  -0.097,  17.725, 118.241,  -6.278,  51.268,
1,  29.547, -58.547,  62.449, -99.447, -46.871,  -5.803,
2,  12.110,  -0.052,  17.474, 118.192,  -5.621,  51.685,
1,  29.363, -58.529,  62.668, -99.128, -45.123,  -6.211,
2,  12.098,  -0.004,  17.211, 118.159,  -4.939,  52.127,
1,  29.681, -58.378,  62.749, -97.408, -43.377,  -7.473,
2,  12.086,   0.046,  16.932, 118.141,  -4.241,  52.631,
1,  29.389, -58.360,  63.018, -97.719, -41.537,  -7.539,
2,  12.069,   0.096,  16.642, 118.139,  -3.518,  53.159,
1,  29.379, -58.341,  63.121, -97.314, -39.453,  -8.372,
2,  12.051,   0.147,  16.339, 118.153,  -2.775,  53.746,
1,  29.104, -58.331,  63.398, -97.227, -37.426,  -8.550,
2,  12.030,   0.195,  16.026, 118.190,  -2.005,  54.358,
1,  29.259, -58.216,  63.539, -96.113, -35.361,  -9.456,
2,  12.008,   0.242,  15.700, 118.247,  -1.220,  55.033,
1,  29.215, -58.088,  63.835, -95.679, -33.422, -10.005,
2,  11.982,   0.286,  15.366, 118.323,  -0.405,  55.751,
1,  29.103, -58.094,  64.038, -95.630, -30.988, -10.324,
2,  11.955,   0.324,  15.021, 118.415,   0.417,  56.529,
1,  28.921, -58.121,  64.295, -95.638, -28.817, -10.881,
2,  11.925,   0.358,  14.668, 118.523,   1.250,  57.359,
1,  28.798, -58.098,  64.568, -95.298, -26.467, -11.186,
2,  11.892,   0.385,  14.306, 118.649,   2.076,  58.234,
1,  28.965, -58.006,  64.726, -94.654, -24.181, -11.872,
2,  11.857,   0.404,  13.936, 118.802,   2.910,  59.164,
1,  28.662, -58.023,  65.070, -94.742, -21.918, -12.004,
2,  11.817,   0.416,  13.561, 118.980,   3.741,  60.147,
1,  28.897, -58.009,  65.146, -94.279, -19.503, -12.749,
2,  11.775,   0.419,  13.180, 119.187,   4.564,  61.190,
1,  28.401, -58.144,  65.477, -94.970, -17.176, -12.657,
2,  11.725,   0.413,  12.796, 119.423,   5.376,  62.252,
1,  28.764, -57.996,  65.609, -93.828, -15.069, -13.533,
2,  11.671,   0.396,  12.409, 119.691,   6.171,  63.350,
1,  28.406, -58.049,  65.963, -94.328, -12.972, -13.609,
2,  11.609,   0.369,  12.023, 119.997,   6.964,  64.468,
1,  28.516, -58.066,  66.080, -93.992, -10.636, -14.201,
2,  11.539,   0.333,  11.637, 120.337,   7.743,  65.623,
1,  28.339, -58.102,  66.391, -94.101,  -8.728, -14.540,
2,  11.460,   0.286,  11.256, 120.705,   8.516,  66.761,
1,  28.314, -58.203,  66.542, -94.057,  -6.426, -15.055,
2,  11.371,   0.229,  10.882, 121.104,   9.260,  67.888,
1,  28.241, -58.222,  66.857, -94.265,  -4.711, -15.795,
2,  11.272,   0.162,  10.519, 121.532,   9.977,  68.978,
1,  28.231, -58.256,  67.138, -93.981,  -2.793, -16.335,
2,  11.162,   0.086,  10.172, 121.996,  10.657,  69.999,
1,  28.389, -58.181,  67.408, -93.816,  -1.151, -17.170,
2,  11.043,   0.002,   9.843, 122.491,  11.294,  70.947,
1,  28.046, -58.374,  67.643, -94.336,   0.861, -17.569,
2,  10.915,  -0.089,   9.536, 123.002,  11.878,  71.801,
1,  28.190, -58.396,  67.785, -94.253,   2.635, -18.493,
2,  10.780,  -0.186,   9.253, 123.531,  12.403,  72.574,
1,  27.794, -58.566,  68.089, -94.788,   4.412, -18.857,
