1,  29.469, -67.579,  69.141,-101.674,  20.098, -32.262,
2,   6.632,  -1.639,  13.850, 122.960,  -0.307,  62.045,
1,  29.387, -67.731,  69.274,-102.044,  21.533, -32.681,
2,   6.576,  -1.676,  13.653, 123.128,   0.043,  62.440,
1,  29.364, -67.823,  69.407,-102.354,  22.786, -33.121,
2,   6.517,  -1.716,  13.450, 123.301,   0.409,  62.840,
1,  29.183, -67.981,  69.552,-102.983,  24.134, -33.298,
2,   6.457,  -1.760,  13.240, 123.477,   0.790,  63.244,
1,  29.039, -68.138,  69.729,-103.379,  25.365, -33.606,
2,   6.396,  -1.808,  13.024, 123.659,   1.184,  63.659,
1,  29.179, -68.236,  69.801,-103.349,  26.646, -34.074,
2,   6.333,  -1.858,  12.803, 123.846,   1.588,  64.088,
1,  29.153, -68.417,  69.874,-103.624,  27.955, -34.342,
2,   6.270,  -1.911,  12.576, 124.040,   1.999,  64.531,
1,  29.115, -68.551,  70.019,-104.013,  29.046, -34.657,
2,   6.206,  -1.967,  12.346, 124.238,   2.418,  64.998,
1,  28.801, -68.634,  70.244,-104.668,  30.187, -34.608,
2,   6.142,  -2.025,  12.111, 124.439,   2.840,  65.490,
1,  28.865, -68.755,  70.279,-104.589,  31.334, -34.991,
2,   6.077,  -2.085,  11.873, 124.644,   3.265,  66.000,
1,  28.726, -68.780,  70.486,-104.996,  32.175, -35.120,
2,   6.013,  -2.146,  11.634, 124.850,   3.686,  66.530,
1,  28.738, -68.845,  70.606,-105.336,  33.218, -35.289,
2,   5.949,  -2.207,  11.395, 125.062,   4.105,  67.044,
1,  28.922, -69.109,  70.482,-105.009,  34.631, -35.703,
2,   5.897,  -2.312,  11.091, 125.263,   4.272,  67.827,
1,  28.810, -69.198,  70.608,-105.511,  35.266, -35.913,
2,   5.840,  -2.396,  10.818, 125.475,   4.603,  68.439,
1,  29.055, -69.253,  70.632,-105.566,  35.951, -36.493,
2,   5.783,  -2.436,  10.652, 125.690,   4.987,  68.901,
1,  28.823, -69.407,  70.668,-105.881,  36.993, -36.288,
2,   5.710,  -2.485,  10.446, 125.951,   5.538,  69.400,
1,  28.907, -69.480,  70.707,-105.747,  37.610, -36.633,
2,   5.644,  -2.552,  10.228, 126.184,   5.938,  69.928,
1,  28.838, -69.563,  70.807,-106.126,  38.159, -36.754,
2,   5.582,  -2.621,  10.015, 126.419,   6.293,  70.457,
1,  28.741, -69.677,  70.838,-106.310,  38.844, -36.886,
2,   5.519,  -2.690,   9.810, 126.656,   6.632,  70.964,
1,  28.761, -69.708,  70.880,-106.535,  39.315, -37.233,
2,   5.457,  -2.759,   9.615, 126.893,   6.962,  71.438,
1,  28.530, -69.852,  70.936,-106.791,  39.965, -37.137,
2,   5.395,  -2.827,   9.432, 127.128,   7.283,  71.873,
1,  28.454, -69.934,  70.999,-106.561,  40.478, -37.126,
2,   5.333,  -2.893,   9.261, 127.356,   7.598,  72.271,
1,  28.904, -69.930,  70.944,-106.109,  40.870, -37.780,
2,   5.272,  -2.956,   9.103, 127.577,   7.907,  72.627,
1,  28.776, -70.064,  70.951,-106.460,  41.356, -37.893,
2,   5.213,  -3.017,   8.959, 127.786,   8.210,  72.940,
1,  28.802, -70.126,  70.943,-106.532,  41.752, -38.129,
2,   5.155,  -3.074,   8.828, 127.982,   8.506,  73.205,
1,  28.791, -70.235,  70.921,-106.673,  42.324, -38.409,
2,   5.100,  -3.127,   8.711, 128.164,   8.791,  73.422,
1,  28.756, -70.237,  70.997,-106.874,  42.610, -38.612,
2,   5.048,  -3.175,   8.609, 128.329,   9.062,  73.600,
1,  28.641, -70.332,  71.029,-107.214,  43.125, -38.707,
2,   5.001,  -3.219,   8.520, 128.476,   9.314,  73.745,
1,  28.627, -70.417,  71.025,-107.119,  43.702, -38.792,
2,   4.959,  -3.258,   8.444, 128.602,   9.541,  73.858,
1,  28.687, -70.400,  71.086,-107.314,  43.861, -39.181,
2,   4.923,  -3.291,   8.382, 128.705,   9.737,  73.947,
1,  28.642, -70.482,  71.081,-107.589,  44.436, -39.323,
2,   4.893,  -3.319,   8.333, 128.786,   9.903,  74.015,
1,  28.512, -70.597,  71.105,-108.013,  44.925, -39.384,
2,   4.869,  -3.341,   8.295, 128.844,  10.039,  74.064,
1,  28.574, -70.620,  71.116,-108.048,  45.251, -39.662,
2,   4.852,  -3.357,   8.270, 128.881,  10.148,  74.096,
1,  28.679, -70.644,  71.110,-108.116,  45.636, -39.991,
2,   4.842,  -3.366,   8.255, 128.896,  10.229,  74.112,
1,  28.542, -70.668,  71.184,-108.480,  45.886, -39.855,
2,   4.837,  -3.370,   8.251, 128.891,  10.287,  74.112,
1,  28.574, -70.696,  71.189,-108.568,  46.211, -40.164,
2,   4.838,  -3.367,   8.256, 128.868,  10.323,  74.096,
1,  28.610, -70.682,  71.223,-108.747,  46.386, -40.401,
2,   4.843,  -3.358,   8.270, 128.831,  10.339,  74.066,
1,  28.578, -70.704,  71.260,-109.043,  46.685, -40.465,
2,   4.853,  -3.344,   8.292, 128.782,  10.339,  74.022,
1,  28.575, -70.717,  71.292,-109.098,  46.896, -40.567,
2,   4.865,  -3.325,   8.321, 128.723,  10.325,  73.964,
1,  28.750, -70.704,  71.302,-108.988,  46.961, -41.097,
2,   4.880,  -3.302,   8.357, 128.657,  10.298,  73.892,
1,  28.798, -70.699,  71.321,-109.105,  47.101, -41.191,
2,   4.896,  -3.273,   8.401, 128.586,  10.258,  73.804,
1,  28.793, -70.763,  71.284,-109.288,  47.439, -41.279,
2,   4.914,  -3.241,   8.451, 128.510,  10.206,  73.702,
1,  28.740, -70.769,  71.309,-109.354,  47.490, -41.211,
2,   4.932,  -3.206,   8.508, 128.431,  10.139,  73.584,
1,  28.729, -70.754,  71.348,-109.447,  47.571, -41.267,
2,   4.954,  -3.162,   8.581, 128.349,  10.056,  73.450,
1,  28.787, -70.745,  71.342,-109.359,  47.690, -41.444,
2,   4.980,  -3.107,   8.677, 128.246,   9.933,  73.261,
1,  28.822, -70.774,  71.319,-109.476,  47.921, -41.559,
2,   5.005,  -3.051,   8.784, 128.129,   9.771,  73.020,
